LM_ID	COMMON_NAME	Adduct	CATEGORY	MAIN_CLASS	SUB_CLASS	EXACT_MASS	FORMULA	PUBCHEM_SID	PUBCHEM_CID	INCHI_KEY	KEGG_ID	HMDBID	CHEBI_ID	LIPIDAT_ID	LIPIDBANK_ID
LMSP02020017	Cer(d18:0/h24:0)	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acylsphinganines (dihydroceramides) [SP0202]	667.64786	C42H85NO4	85297405	25271603	ZQGNZSWBCQGWAO-WVILEFPPSA-N					
LMSP02020018	Cer(d18:0/h26:0)	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acylsphinganines (dihydroceramides) [SP0202]	695.67916	C44H89NO4	85297406	25271604	XZMFWWLYDZUCKQ-WZYYJWNZSA-N					
LMSP02010002	Cer(d18:1/12:0)	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acylsphingosines (ceramides) [SP0201]	481.449495	C30H59NO3	4266350	5283562	HXFPPRPLRSPNIB-VARSQMIESA-N					
LMSP02010001	Cer(d18:1/14:0)	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acylsphingosines (ceramides) [SP0201]	509.480795	C32H63NO3	4266349	5282310	ZKRPGPZHULJLKJ-JHRQRACZSA-N					
LMSP02010004	Cer(d18:1/16:0)	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acylsphingosines (ceramides) [SP0201]	537.512095	C34H67NO3	7850623	5283564	YDNKGFDKKRUKPY-TURZORIXSA-N					
LMSP02010020	Cer(d18:1/17:0)	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acylsphingosines (ceramides) [SP0201]	551.527745	C35H69NO3	123068729	44584335	ICWGMOFDULMCFL-QKSCFGQVSA-N					
LMSP02010006	Cer(d18:1/18:0)	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acylsphingosines (ceramides) [SP0201]	565.543395	C36H71NO3	7850624	5283565	VODZWWMEJITOND-NXCSZAMKSA-N					
LMSP02010003	Cer(d18:1/18:1(9Z))	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acylsphingosines (ceramides) [SP0201]	563.527745	C36H69NO3	4266351	5283563	OBFSLMQLPNKVRW-RHPAUOISSA-N					
LMSP02010032	Cer(d18:1/19:0)	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acylsphingosines (ceramides) [SP0201]	579.559045	C37H73NO3	123068741	52931126	SNMLDULQFHAZRC-RQDJVNCUSA-N					
LMSP02010014	Cer(d18:1/2:0)	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acylsphingosines (ceramides) [SP0201]	341.292994	C20H39NO3	85297404	5497136	BLTCBVOJNNKFKC-QUDYQQOWSA-N					
LMSP02010007	Cer(d18:1/20:0)	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acylsphingosines (ceramides) [SP0201]	593.574695	C38H75NO3	7850625	5283566	XWBWIAOWSABHFI-NUKVNZTCSA-N					
LMSP02010008	Cer(d18:1/22:0)	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acylsphingosines (ceramides) [SP0201]	621.605995	C40H79NO3	7850626	5283567	KEPQASGDXIEOIL-GLQCRSEXSA-N					
LMSP02010021	Cer(d18:1/23:0)	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acylsphingosines (ceramides) [SP0201]	635.621645	C41H81NO3	123068730	52931115	NAJHAHQNQCNWOP-PUYNVXOJSA-N					
LMSP02010012	Cer(d18:1/24:0)	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acylsphingosines (ceramides) [SP0201]	649.637295	C42H83NO3	7850630	5283571	ZJVVOYPTFQEGPH-AUTSUKAISA-N					
LMSP02010009	Cer(d18:1/24:1(15Z))	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acylsphingosines (ceramides) [SP0201]	647.621645	C42H81NO3	7850627	5283568	VJSBNBBOSZJDKB-KPEYJIHVSA-N					
LMSP02010013	Cer(d18:1/25:0)	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acylsphingosines (ceramides) [SP0201]	663.652945	C43H85NO3	14714478	9547202	QHPYSHVSWAOLHS-PVNBSDFKSA-N					
LMSP02010011	Cer(d18:1/26:0)	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acylsphingosines (ceramides) [SP0201]	677.668595	C44H87NO3	7850629	5283570	CJROVRTUSFQVMR-GVOPMEMSSA-N					
LMSP02010010	Cer(d18:1/26:1(17Z))	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acylsphingosines (ceramides) [SP0201]	675.652945	C44H85NO3	7850628	5283569	RBWQERGGVBSKJY-BWFPRIDFSA-N					
LMSP02010022	Cer(d18:2/14:0)	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acylsphingosines (ceramides) [SP0201]	507.465145	C32H61NO3	123068731	52931116	AUQQFMIQRLJZOX-VEXYDXEZSA-N					
LMSP02010023	Cer(d18:2/15:0)	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acylsphingosines (ceramides) [SP0201]	521.480795	C33H63NO3	123068732	52931117	WVUMVKXTENDFEA-RLCAHUBLSA-N					
LMSP02010024	Cer(d18:2/16:0)	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acylsphingosines (ceramides) [SP0201]	535.496445	C34H65NO3	123068733	52931118	XXWRZIYYFPIQHE-XPAOSYCESA-N					
LMSP02010025	Cer(d18:2/18:1)	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acylsphingosines (ceramides) [SP0201]	561.512095	C36H67NO3	123068734	52931119	LEFOTTLPBREMDN-UBZMXJSBSA-N					
LMSP02010026	Cer(d18:2/20:0)	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acylsphingosines (ceramides) [SP0201]	591.559045	C38H73NO3	123068735	52931120	FNIDWIWVIDQZRV-FDPIOYFLSA-N					
LMSP02010027	Cer(d18:2/20:1)	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acylsphingosines (ceramides) [SP0201]	589.543395	C38H71NO3	123068736	52931121	RLLNNOMUVQRCCC-VNILHHJLSA-N					
LMSP02010028	Cer(d18:2/21:0)	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acylsphingosines (ceramides) [SP0201]	605.574695	C39H75NO3	123068737	52931122	VIXPILYZZUPVAX-PQSYLBTKSA-N					
LMSP02010029	Cer(d18:2/22:0)	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acylsphingosines (ceramides) [SP0201]	619.590345	C40H77NO3	123068738	52931123	HILTUFAERVOALR-MQXYEJFFSA-N					
LMSP02010030	Cer(d18:2/23:0)	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acylsphingosines (ceramides) [SP0201]	633.605995	C41H79NO3	123068739	52931124	ZMECGTOWDUDJOX-YOFLLLADSA-N					
LMSP02020035	Cer(d20:0/16:0(2OH))	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acylsphinganines (dihydroceramides) [SP0202]	583.55396	C36H73NO4	160780163	70678842	RRAZIZSGJDNXLF-GWDKEWMYSA-N					
LMSP02020023	Cer(d20:0/16:0)	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acylsphinganines (dihydroceramides) [SP0202]	567.559045	C36H73NO3	160780151	70678855	RFPFMLYRFUPWOS-OIDHKYIRSA-N					
LMSP02020036	Cer(d20:0/18:0(2OH))	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acylsphinganines (dihydroceramides) [SP0202]	611.58526	C38H77NO4	160780164	70678814	DIZADSMWNSTHGP-IFXQGTRDSA-N					
LMSP02020024	Cer(d20:0/18:0)	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acylsphinganines (dihydroceramides) [SP0202]	595.590345	C38H77NO3	160780152	70678788	OGWKBOGOKYSQSD-PQQNNWGCSA-N					
LMSP02020037	Cer(d20:0/20:0(2OH))	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acylsphinganines (dihydroceramides) [SP0202]	639.61656	C40H81NO4	160780165	70678784	TVKDESSYJODXKJ-BFNXHEPRSA-N					
LMSP02020025	Cer(d20:0/20:0)	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acylsphinganines (dihydroceramides) [SP0202]	623.621645	C40H81NO3	160780153	70678794	BBLDSJNPGVGCBM-ZESVVUHVSA-N					
LMSP02020038	Cer(d20:0/22:0(2OH))	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acylsphinganines (dihydroceramides) [SP0202]	667.64786	C42H85NO4	160780166	70678832	VQGIOEJMVGOMJI-MOKHYRRWSA-N					
LMSP02020026	Cer(d20:0/22:0)	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acylsphinganines (dihydroceramides) [SP0202]	651.652945	C42H85NO3	160780154	70678884	KYCUWZIFZWDQFK-WVILEFPPSA-N					
LMSP02020039	Cer(d20:0/24:0(2OH))	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acylsphinganines (dihydroceramides) [SP0202]	695.67916	C44H89NO4	160780167	70678888	RZJNRDSXESJUNA-WJYGDXIFSA-N					
LMSP02020027	Cer(d20:0/24:0)	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acylsphinganines (dihydroceramides) [SP0202]	679.684245	C44H89NO3	160780155	70678830	OEROUXQFUNUVIP-WZYYJWNZSA-N					
LMSP02020040	Cer(d20:0/26:0(2OH))	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acylsphinganines (dihydroceramides) [SP0202]	723.71046	C46H93NO4	160780168	70678808	UGCVVUIFSSIJJV-ZWBBIZCESA-N					
LMSP02020028	Cer(d20:0/26:0)	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acylsphinganines (dihydroceramides) [SP0202]	707.715545	C46H93NO3	160780156	70678875	VPEAVPNLCFWDRE-YWPUXERESA-N					
LMSP02030015	Cer(t18:0/16:0(2OH))	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acyl-4-hydroxysphinganines (phytoceramides) [SP0203]	571.517575	C34H69NO5	160780178	70678878	RHIXBFQKTNYVCX-KHDKDNTOSA-N					
LMSP02030001	Cer(t18:0/16:0)	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acyl-4-hydroxysphinganines (phytoceramides) [SP0203]	555.52266	C34H69NO4	49703628	10506988	IVBULNXGVIHEKN-MVIDNBQJSA-N					
LMSP02030016	Cer(t18:0/18:0(2OH))	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acyl-4-hydroxysphinganines (phytoceramides) [SP0203]	599.548875	C36H73NO5	160780179	44625889	BBAFBDLICMHBNU-MFZOPHKMSA-N					
LMSP02030006	Cer(t18:0/18:0)	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acyl-4-hydroxysphinganines (phytoceramides) [SP0203]	583.55396	C36H73NO4	160780169	9898642	IEZRNEGTKRQRFV-LFBNJJMOSA-N					
LMSP02030017	Cer(t18:0/20:0(2OH))	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acyl-4-hydroxysphinganines (phytoceramides) [SP0203]	627.580175	C38H77NO5	160780180	70678864	RYCCNLKFNBMCIU-FXKDJHKMSA-N					
LMSP02030007	Cer(t18:0/20:0)	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acyl-4-hydroxysphinganines (phytoceramides) [SP0203]	611.58526	C38H77NO4	160780170	70678852	HFJJUTILDZFUOE-BEAALGTASA-N					
LMSP02030018	Cer(t18:0/22:0(2OH))	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acyl-4-hydroxysphinganines (phytoceramides) [SP0203]	655.611475	C40H81NO5	160780181	70678862	XJDLBNONNWFVMN-JTSUEBPGSA-N	C12126	HMDB06752	31488		
LMSP02030008	Cer(t18:0/22:0)	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acyl-4-hydroxysphinganines (phytoceramides) [SP0203]	639.61656	C40H81NO4	160780171	5322153	CIMNZQFRNXDRER-HIERITDVSA-N		HMDB11760			
LMSP02030002	Cer(t18:0/24:0(2OH))	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acyl-4-hydroxysphinganines (phytoceramides) [SP0203]	683.642775	C42H85NO5	85297407	52931127	ZFUXWVVVWGWGPQ-KGXKBISVSA-N		HMDB11761			
LMSP02030004	Cer(t18:0/24:0)	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acyl-4-hydroxysphinganines (phytoceramides) [SP0203]	667.64786	C42H85NO4	85297409	10462091	ZESJDNWGTANZCC-LFVSMIGWSA-N		HMDB11764			
LMSP02030003	Cer(t18:0/26:0(2OH))	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acyl-4-hydroxysphinganines (phytoceramides) [SP0203]	711.674075	C44H89NO5	85297408	52931128	XNLFLZXNXQVPII-YIWOKQJZSA-N		HMDB11765			
LMSP02030005	Cer(t18:0/26:0)	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acyl-4-hydroxysphinganines (phytoceramides) [SP0203]	695.67916	C44H89NO4	85297410	10417280	GKRXVCWVXYHWOD-KZRDWULCSA-N		HMDB11769			
LMSP02030019	Cer(t20:0/16:0(2OH))	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acyl-4-hydroxysphinganines (phytoceramides) [SP0203]	599.548875	C36H73NO5	160780182	70678865	JSSVCJYNHKRXQW-MFZOPHKMSA-N		HMDB11768			
LMSP02030009	Cer(t20:0/16:0)	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acyl-4-hydroxysphinganines (phytoceramides) [SP0203]	583.55396	C36H73NO4	160780172	70678792	PDRMZAIPYFJROJ-LFBNJJMOSA-N		HMDB11772			
LMSP02030020	Cer(t20:0/18:0(2OH))	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acyl-4-hydroxysphinganines (phytoceramides) [SP0203]	627.580175	C38H77NO5	160780183	70678841	LIDMMQBRVABQJM-FXKDJHKMSA-N		HMDB11771			
LMSP02030010	Cer(t20:0/18:0)	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acyl-4-hydroxysphinganines (phytoceramides) [SP0203]	611.58526	C38H77NO4	160780173	70678874	NLTYFOOPVAINTQ-BEAALGTASA-N		HMDB11763			
LMSP02030021	Cer(t20:0/20:0(2OH))	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acyl-4-hydroxysphinganines (phytoceramides) [SP0203]	655.611475	C40H81NO5	160780184	70678839	MLJBEYTVZUALNI-JTSUEBPGSA-N		HMDB11759			
LMSP02030011	Cer(t20:0/20:0)	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acyl-4-hydroxysphinganines (phytoceramides) [SP0203]	639.61656	C40H81NO4	160780174	70678817	ULHTVNDKYCKBOY-HIERITDVSA-N			52371		
LMSP02030022	Cer(t20:0/22:0(2OH))	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acyl-4-hydroxysphinganines (phytoceramides) [SP0203]	683.642775	C42H85NO5	160780185	70678816	FDTBNEUMLZRTDJ-KGXKBISVSA-N			52372		
LMSP02030012	Cer(t20:0/22:0)	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acyl-4-hydroxysphinganines (phytoceramides) [SP0203]	667.64786	C42H85NO4	160780175	15235212	PVYQVQNWNVQYMD-LFVSMIGWSA-N					
LMSP02030023	Cer(t20:0/24:0(2OH))	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acyl-4-hydroxysphinganines (phytoceramides) [SP0203]	711.674075	C44H89NO5	160780186	70678890	INIZVBFJIBJZHK-YIWOKQJZSA-N					
LMSP02030013	Cer(t20:0/24:0)	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acyl-4-hydroxysphinganines (phytoceramides) [SP0203]	695.67916	C44H89NO4	160780176	70678843	DFLSLCOGWUJURA-KZRDWULCSA-N					
LMSP02030024	Cer(t20:0/26:0(2OH))	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acyl-4-hydroxysphinganines (phytoceramides) [SP0203]	739.705375	C46H93NO5	160780187	70678829	CUUCRKRHESTOAG-NKRIFVGSSA-N					
LMSP02030014	Cer(t20:0/26:0)	[M-H]-	Sphingolipids [SP]	Ceramides [SP02]	N-acyl-4-hydroxysphinganines (phytoceramides) [SP0203]	723.71046	C46H93NO4	160780177	70678727	XXCJZFVZHPNILU-DTLWHLCPSA-N					
LMGP12010003	CL(1'-[14:1(9Z)/14:1(9Z)],3'-[14:1(9Z)/15:1(10Z)])[rac]	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]	1246.800082	C66H120O17P2	7983967	24779566	OIEUMLIZWTVHPY-VDZALVTCSA-N					
LMGP12010004	CL(1'-[15:0/15:0],3'-[15:0/16:1(9Z)])[rac]	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]	1308.909632	C70H134O17P2	7983968	9547186	QTELCXCAXKRKBX-IGVWBLRISA-N					
LMGP12010006	CL(1'-[16:0/18:1(11Z)],3'-[16:0/18:1(11Z)])	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]	1405.003533	C77H146O17P2	14714465	9547189	JUCXSYKLUQLDIW-KGVAMPRLSA-N					
LMGP12070001	CL(1'-[18:2(9Z,12Z)/0:0],3'-[18:2(9Z,12Z)/0:0])	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Monoacylglycerophosphoglycerophosphomonoradylglycerols [GP1207]	924.512902	C45H82O15P2	123067361	52929774	LNDZCACUIYQVRO-XWAAZOOPSA-N					
LMGP12020001	CL(1'-[18:2(9Z,12Z)/18:2(9Z,12Z)],3'-[18:2(9Z,12Z)/0:0])	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphomonoradylglycerols [GP1202]	1186.742567	C63H112O16P2	123067360	52929773	XGVZPSSAPUZKKQ-VKBUHLKPSA-N					
LMGP12010001	CL(1'-[18:2(9Z,12Z)/18:2(9Z,12Z)],3'-[18:2(9Z,12Z)/18:2(9Z,12Z)])	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]	1448.972233	C81H142O17P2	4266306	5283539	LSHJMDWWJIYXEM-XGJIDDIWSA-N		HMDB10692			
LMGP12010005	CL(1'-[22:1(13Z)/22:1(13Z)],3'-[22:1(13Z)/14:1(9Z)])[rac]	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]	1569.160033	C89H166O17P2	7983969	9547188	GFRCOIQJEYHQID-VIPLGEKESA-N					
LMGP12010002	CL(1'-[24:1(15Z)/24:1(15Z)],3'-[24:1(15Z)/14:1(9Z)])[rac]	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]	1653.253933	C95H178O17P2	7983966	9547182	OQWRPFVATVBERD-DJJTVFLOSA-N					
	CL(11:0/11:0/11:0/18:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(11:0/11:0/17:1/11:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(11:0/11:0/18:1/11:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(11:0/11:0/19:1/11:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(11:0/14:0/18:1/11:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(11:0/17:1/11:0/11:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(11:0/17:1/11:0/18:1) 	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(11:0/17:1/17:1/11:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(11:0/17:1/18:1/11:0) 	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(11:0/18:1/18:1/11:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(14:0/11:0/18:1/11:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(14:0/16:0/16:0/16:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(14:0/16:0/16:0/18:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(14:0/16:0/16:0/20:4)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(14:0/16:0/16:1/20:4)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(14:0/16:0/16:3/20:4)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(14:0/16:0/18:1/16:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(14:0/16:0/18:1/18:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(14:0/16:0/18:2/18:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(14:0/16:0/18:2/20:4)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(14:0/16:0/18:3/20:4)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(14:0/16:1/16:1/16:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(14:0/16:1/16:1/16:3)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(14:0/16:1/16:1/18:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(14:0/16:1/16:1/18:3)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(14:0/16:1/16:3/16:3)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(14:0/16:1/18:1/16:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(14:0/16:1/18:1/16:3)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(14:0/16:1/18:1/18:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(14:0/16:1/18:1/18:3)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(14:0/16:1/18:2/18:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(14:0/16:1/18:3/18:3)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(14:0/18:0/18:0/18:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(14:0/18:0/18:0/20:4)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(14:0/18:0/18:1/18:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(14:1/16:0/16:0/16:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(14:1/16:0/16:0/18:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(14:1/16:0/16:0/20:4)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(14:1/16:0/16:1/20:4)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(14:1/16:0/16:3/20:4)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(14:1/16:0/18:1/16:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
